time_element,username,post_text,thread_page,post_text_cleaned
7:02:00 PM,mxraider,Kittley refuses to learn 3 rushes for 8 yards taking 130 seconds off the clock >>>>> 3 incompletions taking 20 seconds off the clock.,36,Kittley refuses to learn 3 rushes for 8 yards taking 130 seconds off the clock >>>>> 3 incompletions taking 20 seconds off the clock.
7:02:00 PM,ConjugalVisits,Bet joey wishes he would have kicked one of those in the first q. But whatever. Lets finish.,36,Bet joey wishes he would have kicked one of those in the first q. But whatever. Lets finish.
7:02:00 PM,ronerich,That was a bomb.,36,That was a bomb.
7:02:00 PM,FiscalKliff,  NYRaider said:       White was wide open according to the radio guys.    Click to expand...  So was 6-7 yards running with Brooks,36,So was 6-7 yards running with Brooks
7:02:00 PM,AustinRaider6,  ttuboat said:       Gino has quietly been a fvcking baller after the wyo game    Click to expand...  I even cut him some slack for the Wyoming game.  One miss was barely a miss off the uprights on a very long kick.  And another he actually made and the refs screwed and forced it to be dysfunctional,36,I even cut him some slack for the Wyoming game. One miss was barely a miss off the uprights on a very long kick. And another he actually made and the refs screwed and forced it to be dysfunctional
7:02:00 PM,parlayraider81,Someone on defense has got to come up with a big play,36,Someone on defense has got to come up with a big play
7:02:00 PM,Time To Win,  Jordon232 said:       We have the best special teams in the nation without a doubt good kick Gino!    Click to expand...  Kenny Perry doing work!,36,Kenny Perry doing work!
7:02:00 PM,TechRocks,Morton has to convert 1st down passes when UCF is stacking tne box. These should be routine passes yet he seems way off target.,36,Morton has to convert 1st down passes when UCF is stacking tne box. These should be routine passes yet he seems way off target.
7:02:00 PM,Chrome21,"Being Kittley's age, it's unfathomable to imagine people having the nuts to let him lead a Power 5 offense.   Good on Gino but we need to move on this off-season. Especially if we're going to stick with Morton as QB1.",36,"Being Kittley's age, it's unfathomable to imagine people having the nuts to let him lead a Power 5 offense. Good on Gino but we need to move on this off-season. Especially if we're going to stick with Morton as QB1."
7:02:00 PM,Techbassn,I’m sorry but keep the ball in the all big 12 running backs hands… they didn’t stop him once and yet we put the game in the hands of a bottom half of the league QB’s arm.. just be smarter man.,36,I’m sorry but keep the ball in the all big 12 running backs hands… they didn’t stop him once and yet we put the game in the hands of a bottom half of the league QB’s arm.. just be smarter man.
7:02:00 PM,OGRaiderRed,  Guardians4312 said:       Please god shut the fvck up with the fired him tonight shit. He has done a damn good job tonight other than a couple calls.    Click to expand...  He’s against a shit defense and our defense/ST gives him great field position. Get off his nuts,36,He’s against a shit defense and our defense/ST gives him great field position. Get off his nuts
7:03:00 PM,redstormrising!,  GrimTrader said:       Hell of a kick there. I don't know why Kittley decided to stop running it that drive. Taj is in full on beast mode right now.    Click to expand...   Because ZK is a dumbass.,36,Because ZK is a dumbass.
7:03:00 PM,A063597,Im so done with Kittley. He’s just a pus that doesn’t understand the basic facts of football. God that was mind boggling,36,Im so done with Kittley. He’s just a pus that doesn’t understand the basic facts of football. God that was mind boggling
7:03:00 PM,FiscalKliff,"  TechRocks said:       Morton has to convert 1st down passes when UCF is stacking tne box. These should be routine passes yet he seems way off target.    Click to expand...  Not really, he just has to hand it off because Brooks is still picking up yards",36,"Not really, he just has to hand it off because Brooks is still picking up yards"
7:03:00 PM,Bettycawkder,Fk I hate overtime. Please let's stay away.,36,Fk I hate overtime. Please let's stay away.
7:03:00 PM,Used2BScooterTX,"Could be 30-17 rn, but aNaLyTiCs",36,"Could be 30-17 rn, but aNaLyTiCs"
7:03:00 PM,rimbo74,Starting to question McGuire on letting Kittley call dumb ass plays,37,Starting to question McGuire on letting Kittley call dumb ass plays
7:03:00 PM,MJ Red Raider,Ok we’re getting a pick six this drive,37,Ok we’re getting a pick six this drive
7:03:00 PM,MacRed,"Moving the ball, Brooks is shake and baking them…   then we COMPLETELY DISRUPT THE RHYTHM!!!!  This is why we are at 24 and not 34 or more every game.  I do not get the line of thought.",37,"Moving the ball, Brooks is shake and baking them… then we COMPLETELY DISRUPT THE RHYTHM!!!! This is why we are at 24 and not 34 or more every game. I do not get the line of thought."
7:04:00 PM,txtechx,I don't understand the pass play calling there. Brooks is having success. Make them stop him.,37,I don't understand the pass play calling there. Brooks is having success. Make them stop him.
7:04:00 PM,TTwin,  mxraider said:       Kittley refuses to learn 3 rushes for 8 yards taking 130 seconds off the clock >>>>> 3 incompletions taking 20 seconds off the clock.    Click to expand...  He stupid.,37,He stupid.
7:04:00 PM,Guardians4312,  OGRaiderRed said:       He’s against a shit defense and our defense/ST gives him great field position. Get off his nuts    Click to expand...  You bitched about him saying “take away Tajh’s couple big runs and we didn’t run the ball well” and think it’s fine to say this??? That’s as hypocritical as it gets man.,37,You bitched about him saying “take away Tajh’s couple big runs and we didn’t run the ball well” and think it’s fine to say this??? That’s as hypocritical as it gets man.
7:04:00 PM,kdixon81,Sure wish we took points early in the game instead of being infatuated with 4th down analytics,37,Sure wish we took points early in the game instead of being infatuated with 4th down analytics
7:04:00 PM,ConjugalVisits,  Techbassn said:       I’m sorry but keep the ball in the all big 12 running backs hands… they didn’t stop him once and yet we put the game in the hands of a bottom half of the league QB’s arm.. just be smarter man.    Click to expand...  If it isn’t insubordination then its on the HC. And afterwards it will be some slap happy oh shucks.,37,If it isn’t insubordination then its on the HC. And afterwards it will be some slap happy oh shucks.
7:05:00 PM,TTU15Fan,  Guardians4312 said:       Please god shut the fvck up with the fired him tonight shit. He has done a damn good job tonight other than a couple calls.    Click to expand...  You serious Clark? This is NOT a good defense and we barely got over 20 points.   He's lucky we have a legend at RB breaking off runs between 15-50 and a kicker who can bail out drives.,37,You serious Clark? This is NOT a good defense and we barely got over 20 points. He's lucky we have a legend at RB breaking off runs between 15-50 and a kicker who can bail out drives.
7:05:00 PM,DWDJR,Jesus christ,37,Jesus christ
7:05:00 PM,Centex48,thanks defense. Thanks.,37,thanks defense. Thanks.
7:05:00 PM,ttuboat,Would be really nice if we could do that,37,Would be really nice if we could do that
7:05:00 PM,jbryanford,BLOCKED,37,BLOCKED
7:05:00 PM,MJRaider,LOL TECH,37,LOL TECH
7:05:00 PM,wreckemtech5,Good call tim,37,Good call tim
7:05:00 PM,GrimTrader,"  TTwin said:       Fire Kittley now.  You are crushing them with Brooks and running the clock, so let's go away from it and start passing.  Dumb ****er dumb ****er dumb ****er.  Stubborn    Click to expand...  The thing that kills me there is where on the field he decided to start passing it. At worst if he runs it three more times burns more clock and we have a much more manageable FG under 45 yards versus a 50+ yard FG.",37,The thing that kills me there is where on the field he decided to start passing it. At worst if he runs it three more times burns more clock and we have a much more manageable FG under 45 yards versus a 50+ yard FG.
7:05:00 PM,hawkspur,lol,37,lol
7:05:00 PM,AustinRaider6,  Guardians4312 said:       Please god shut the fvck up with the fired him tonight shit. He has done a damn good job tonight other than a couple calls.    Click to expand...  24 points against this sh!t defense is nothing to go brag about dawg,37,24 points against this sh!t defense is nothing to go brag about dawg
7:05:00 PM,Bettycawkder,Plenty of time left for the coaches to keep cutting their eyes at kittley.,37,Plenty of time left for the coaches to keep cutting their eyes at kittley.
7:05:00 PM,TxTech08,What the shit was that,37,What the shit was that
7:05:00 PM,NYRaider,That was such an unnecessary risk.,37,That was such an unnecessary risk.
7:05:00 PM,Techbassn,Up 7 and run a corner blitz… WHY!?,37,Up 7 and run a corner blitz… WHY!?
7:06:00 PM,Chrome21,Typical Tech play. Defense is gassed   ****ing sick of this got damn incompetent offensive coordinator that got hired and keeps his ****ing job because of his last name. Get him the **** out of here.,37,Typical Tech play. Defense is gassed ****ing sick of this got damn incompetent offensive coordinator that got hired and keeps his ****ing job because of his last name. Get him the **** out of here.
7:06:00 PM,ronerich,  TechFan88 said:       4 games 31+ 4 games 19 or less carries 1 game 25 carries  This game? 12 carries with 10:21 left.    Click to expand...   Put them in chronological order.,37,Put them in chronological order.
7:06:00 PM,J. Apodaca,this kicker is not very good,37,this kicker is not very good
7:06:00 PM,aybuddy777,"Tahj, Gino, everyone is trying desperately to save Morton and Kittley's ass tonight.",37,"Tahj, Gino, everyone is trying desperately to save Morton and Kittley's ass tonight."
7:06:00 PM,TTUGrad08,Wow,37,Wow
7:06:00 PM,mattcal,Now way that was designed that way right?,37,Now way that was designed that way right?
7:06:00 PM,OGRaiderRed,  Guardians4312 said:       You bitched about him saying “take away Tajh’s couple big runs and we didn’t run the ball well” and think it’s fine to say this??? That’s as hypocritical as it gets man.    Click to expand...  Worst OC tech has had in the decade of suck. He’s shit at everything he does,37,Worst OC tech has had in the decade of suck. He’s shit at everything he does
7:06:00 PM,Dabox23,"Well, someone blitzed when they shouldn’t.   Glad our STs stepped up again!",37,"Well, someone blitzed when they shouldn’t. Glad our STs stepped up again!"
7:06:00 PM,ttuboat,Lmao ok. 5:30 TD drive. Please.,37,Lmao ok. 5:30 TD drive. Please.
7:06:00 PM,J25TxTech,😳,37,😳
7:06:00 PM,4RunnerRaider,If we had a play caller like UCF’s play caller we’d have at least 3 more wins then we do now,37,If we had a play caller like UCF’s play caller we’d have at least 3 more wins then we do now
7:06:00 PM,Mika28,OMG,37,OMG
7:06:00 PM,FiscalKliff,"Wow, someone ****ed up more than kittley’s play calling there",37,"Wow, someone ****ed up more than kittley’s play calling there"
7:06:00 PM,Bettycawkder,Oh my.,37,Oh my.
7:06:00 PM,jopritch,He f*cking missed,37,He f*cking missed
7:06:00 PM,RaiderDelCielo,UCF kicker seeing ghosts now,37,UCF kicker seeing ghosts now
7:06:00 PM,DWDJR,COLLEGE KICKERS BUT NOT TEXAS TECH KICKERS,37,COLLEGE KICKERS BUT NOT TEXAS TECH KICKERS
7:06:00 PM,Estebanito,Typical tech has been out matched by UCFs shenanigans,37,Typical tech has been out matched by UCFs shenanigans
7:06:00 PM,mxraider,Deyruter sucks. Has the zero blitz worked all year?   This team doesn’t understand winning football.,38,Deyruter sucks. Has the zero blitz worked all year? This team doesn’t understand winning football.
7:06:00 PM,Used2BScooterTX,OK BOOMER,38,OK BOOMER
7:06:00 PM,bobster1979,What a dumbass defensive call. Why blitz your corners when your safeties are already suspect,38,What a dumbass defensive call. Why blitz your corners when your safeties are already suspect
7:06:00 PM,TechRocks,"Wow, just a totally screwed up play . Horrid timing.",38,"Wow, just a totally screwed up play . Horrid timing."
7:06:00 PM,rimbo74,Kittley better not **** this up,38,Kittley better not **** this up
7:06:00 PM,CharcoalCody,Wow.  Both Safety and CB blitz on that side?  Or did the safety just bite that hard on playaction while the CB was blitzing?,38,Wow. Both Safety and CB blitz on that side? Or did the safety just bite that hard on playaction while the CB was blitzing?
7:06:00 PM,aliefallstar,Um why sell out  like that? Had to be a miscommunication,38,Um why sell out like that? Had to be a miscommunication
7:06:00 PM,GunsUp5,UCF doing everything they can to lose this game. Lol,38,UCF doing everything they can to lose this game. Lol
7:06:00 PM,A. Dickens,This game is so dumb.,38,This game is so dumb.
7:07:00 PM,James Martin,Double WTF in a row. I’m stunned.,38,Double WTF in a row. I’m stunned.
