time_element,username,post_text,thread_page,post_text_cleaned,Sentiment
10:08 PM,rabidraider02,"  Matador96 said:       Im watching Aledo kick the shit out of Red Oak.  For those who remember,  is this 2008 Oklahoma bad?    Click to expand...  Its bad but not nearly as bad as that.  Or maybe its a different bad",49,Its bad but not nearly as bad as that.  Or maybe its a different bad,positive
10:08 PM,Techbassn,Is it obvious yet Sark didnt think too much about I told you they would break from last season. They honestly could have scored 80 tonight,49,Is it obvious yet Sark didnt think too much about I told you they would break from last season. They honestly could have scored 80 tonight,positive
10:09 PM,EthanTTU,why score a fifty burger when we can score a 7 burger   ,49,why score a fifty burger when we can score a 7 burger   ,negative
10:09 PM,AustinRaider6,"Donny Smith and Dana could at least put up 24 on these guys. Hell, Rice put up more than we have.",49,"Donny Smith and Dana could at least put up 24 on these guys. Hell, Rice put up more than we have.",negative
10:09 PM,T. Cobern,  Winney said:       Good copy and paste.  View embedded media   Click to expand...  Yeah I dont think some got the reference ,49,Yeah I dont think some got the reference ,neutral
10:09 PM,bustossa,and all we can do is pull off a 3 POINT OT win at home !!!,50,and all we can do is pull off a 3 POINT OT win at home !!!,negative
10:09 PM,wreckem1959,"Outside of X, every wide receiver who has had playing time can hit the portal",50,"Outside of X, every wide receiver who has had playing time can hit the portal",negative
10:09 PM,redraider2007,"  chaseallen_44 said:       All of this is true. Is it asking too much to just look consistently well coached? Could stand losing if it were just a Jimmys and Joes thing. Obviously thats part of it but this is way more than just that.    Click to expand...  I cant really be mad at the defense because of how terrible the offense has played and put them on the field so much, but the offensive coaches all get Fs.",50,"I cant really be mad at the defense because of how terrible the offense has played and put them on the field so much, but the offensive coaches all get Fs.",negative
10:09 PM,madmanmatzke1,Offense 184 yds.  Punter 329 yds.  McNamara is a fin weapon.  Good job kid,50,Offense 184 yds.  Punter 329 yds.  McNamara is a fin weapon.  Good job kid,positive
10:09 PM,PHF_TTU,"  Mika28 said:       Holy crud, folks. Some of y'all are nuts!    Click to expand...  He wasn't being serious. It was a bit from the internet. I don't think that anyone would fall for that type of stuff, as there's a drive into deep left field by Castellanos, it will be a home run. And so that will make it a 40 ballgame.",50,"He wasn't being serious. It was a bit from the internet. I don't think that anyone would fall for that type of stuff, as there's a drive into deep left field by Castellanos, it will be a home run. And so that will make it a 40 ballgame.",none
10:09 PM,Mika28,"We need to get the mental game down. Somewhere there's a disconnect. WVU, Wyoming, this one.   Look at McNamara. He's an All-World player. And he's looked like crap. That's mental.",50,"We need to get the mental game down. Somewhere there's a disconnect. WVU, Wyoming, this one.   Look at McNamara. He's an All-World player. And he's looked like crap. That's mental.",negative
10:10 PM,Chrome21,"  Mika28 said:       Holy crud, folks. Some of y'all are nuts!    Click to expand...    Look man I got a little carried away too, my apologies. I do stand by firing Kittley but I'll calm down.",50,"  Look man I got a little carried away too, my apologies. I do stand by firing Kittley but I'll calm down.",none
10:10 PM,TechAdvisor,Told every single one of you Dusty Dvorchick was going to be the biggest Texas homer you've ever seen in this game.,50,Told every single one of you Dusty Dvorchick was going to be the biggest Texas homer you've ever seen in this game.,negative
10:10 PM,chaseallen_44,"  redraider2007 said:       I cant really be mad at the defense because of how terrible the offense has played and put them on the field so much, but the offensive coaches all get Fs.    Click to expand...  The entire staff minus the defensive coaches imo and maybe Kenny Perry.",50,The entire staff minus the defensive coaches imo and maybe Kenny Perry.,positive
10:10 PM,TTU15Fan,"  Mika28 said:       We need to get the mental game down. Somewhere there's a disconnect. WVU, Wyoming, this one.  Look at McNamara. He's an All-World player. And he's looked like crap. That's mental.    Click to expand...  And we arent even getting kicks into the end zone, which we have all year.",50,"And we arent even getting kicks into the end zone, which we have all year.",negative
10:10 PM,ttu_porters,"I think all we need is OL, TE and WR and we are ready to make a run",50,"I think all we need is OL, TE and WR and we are ready to make a run",positive
10:11 PM,Winney,  T. Cobern said:       Yeah I dont think some got the reference     Click to expand...  I'm to numb to it now.  Been watching the same ol shit for decades.,50,I'm to numb to it now.  Been watching the same ol shit for decades.,negative
10:11 PM,GrimTrader,"  AustinRaider6 said:       Donny Smith and Dana could at least put up 24 on these guys. Hell, Rice put up more than we have.    Click to expand...  Don't get me started..   ",50,Don't get me started..   ,none
10:11 PM,redstormrising!,  T. Cobern said:       Yeah I dont think some got the reference     Click to expand...   You got me. ,50, You got me. ,positive
10:12 PM,Rolf C,  Chrome21 said:       man    Click to expand...    ,50,  ,none
10:12 PM,Techbassn,"Maybe we should offer $50,000 for OL like UT. Their second unit is better than our first team",50,"Maybe we should offer $50,000 for OL like UT. Their second unit is better than our first team",negative
10:12 PM,Bighunk,EVERYTHING RUNS THROUGH LUBBOCK!,50,EVERYTHING RUNS THROUGH LUBBOCK!,positive
10:12 PM,Mika28,"  TTU15Fan said:       And we arent even getting kicks into the end zone, which we have all year.    Click to expand...  Right. Our special teams have been solid all year, but not this game.   We are a mess in the mental game.",50,"Right. Our special teams have been solid all year, but not this game.   We are a mess in the mental game.",negative
10:13 PM,Chrome21,  Rolf C said:        Click to expand...  Oh...ffs. I'm drunk.,50,Oh...ffs. I'm drunk.,negative
10:13 PM,Mika28,Wait... didn't someone get beat by UCF by a billion? OSU?  This isn't the worst loss of the season.,50,Wait... didn't someone get beat by UCF by a billion? OSU?  This isn't the worst loss of the season.,negative
10:14 PM,TTUfirebird2008,"  redraider2007 said:       I cant really be mad at the defense because of how terrible the offense has played and put them on the field so much, but the offensive coaches all get Fs.    Click to expand...   Special Teams dumpster fire as well",50, Special Teams dumpster fire as well,negative
10:14 PM,OGRaiderRed,What are the odds we fire Kittley?  Im legitimately scared we dont,50,What are the odds we fire Kittley?  Im legitimately scared we dont,negative
10:14 PM,B. Golan,"  redraider15 said:       What have we dealt with? If we are going to bring up QB injuries again, shouldnt be a problem since this staff has already apparently come out and double downed on Morton for next season.    Click to expand...  QB injuries OL injuries Ineffective WRs Best defensive player missed 75% of the season Other guys on both sides of the ball constantly banged up  The year hasnt met expectations at all. But its also not the disaster it could have been once they were 3-5 and facing 4 potentially losable games. Its perfectly acceptable for year 2.  Sign another top 25 class. Keep stacking. Future is bright!",50,QB injuries OL injuries Ineffective WRs Best defensive player missed 75% of the season Other guys on both sides of the ball constantly banged up  The year hasnt met expectations at all. But its also not the disaster it could have been once they were 3-5 and facing 4 potentially losable games. Its perfectly acceptable for year 2.  Sign another top 25 class. Keep stacking. Future is bright!,positive
